User_ID,Title,Score,Genre
3416.0,Five Nights at Freddy's: Forgotten Memories,5.0,"Horror, Mystery, Thriller"
3416.0,Airport '77,0.0,"Action, Adventure, Drama, Thriller"
3416.0,Hard Candy,3.0,"Drama, Thriller"
3416.0,The Beautician and the Beast,2.0,"Comedy, Romance"
3417.0,Cucuy: The Boogeyman,6.0,Thriller
3417.0,Tangled: Before Ever After,3.0,"Adventure, Animation, Comedy, Family, Fantasy, TV Movie"
3417.0,"Monster High: Frights, Camera, Action!",9.0,"Family, Animation, Fantasy"
3417.0,Cannibal Ferox,4.0,"Adventure, Horror"
3417.0,Mr. Right,3.0,"Comedy, Action, Romance, Crime"
3418.0,The Man from U.N.C.L.E.,7.0,"Comedy, Action, Adventure"
3418.0,That Awkward Moment,8.0,"Comedy, Romance"
3418.0,Star Trek: Insurrection,5.0,"Science Fiction, Action, Adventure, Thriller"
3418.0,The Lovely Bones,3.0,"Fantasy, Drama"
3418.0,Tower Block,8.0,Thriller
3419.0,Shut In,8.0,"Horror, Thriller"
3419.0,PAW Patrol: The Movie,1.0,"Animation, Family, Adventure, Comedy"
3419.0,Scars,9.0,Drama
3419.0,7 Guardians of the Tomb,3.0,"Action, Adventure, Horror"
3419.0,Men in Black: International,9.0,"Comedy, Science Fiction"
3420.0,Lilo & Stitch 2: Stitch Has a Glitch,5.0,"Animation, Family, Comedy, Science Fiction"
3420.0,Häxan,7.0,"Documentary, Horror, History"
3420.0,A Most Violent Year,1.0,"Crime, Drama, Thriller"
3420.0,Thriller: A Cruel Picture,9.0,"Action, Thriller, Crime, Drama"
3420.0,A Streetcar Named Desire,7.0,Drama
3421.0,Silhouette,2.0,"Horror, Drama, Thriller"
3421.0,King Kong vs. Godzilla,2.0,"Action, Adventure, Science Fiction"
3421.0,"Kinsenas, Katapusan",5.0,Thriller
3421.0,Weaponized,7.0,"Thriller, Action, Science Fiction"
3421.0,My Little Pony: A New Generation,9.0,"Animation, Family, Fantasy, Comedy, Music, Adventure"
3422.0,Men in Hope,5.0,"Comedy, Romance"
3422.0,Changing Lanes,10.0,"Crime, Thriller"
3422.0,My Girlfriend Is an Agent,7.0,"Comedy, Action"
3422.0,Curious George,9.0,"Adventure, Animation, Comedy, Family"
3422.0,The Fundamentals of Caring,6.0,"Comedy, Drama"
3423.0,The Accountant,4.0,"Crime, Thriller, Drama"
3423.0,The Stepfather,10.0,"Horror, Thriller"
3423.0,Princess Mononoke,3.0,"Adventure, Fantasy, Animation"
3423.0,The Dark Knight,8.0,"Drama, Action, Crime, Thriller"
3423.0,Wotakoi: Love is Hard for Otaku,1.0,"Comedy, Romance"
3424.0,JFK,10.0,"Drama, Thriller, History"
3424.0,First They Killed My Father,4.0,"War, Drama, History"
3424.0,King Kong vs. Godzilla,2.0,"Action, Adventure, Science Fiction"
3424.0,Charlatan,2.0,Drama
3424.0,Paranormal Movie,6.0,Comedy
3425.0,Jessabelle,9.0,"Thriller, Horror"
3425.0,We Own the Night,2.0,"Drama, Crime, Thriller"
3425.0,The King of Staten Island,6.0,"Comedy, Drama"
3425.0,White Chicks,1.0,"Comedy, Crime"
3425.0,The Return of the Pink Panther,9.0,"Mystery, Comedy, Crime"
3426.0,Amateur Night,0.0,Comedy
3426.0,A Haunted House,0.0,"Comedy, Horror"
3426.0,The Fall,0.0,"Adventure, Fantasy, Drama"
3426.0,City of Ember,10.0,"Adventure, Family, Fantasy"
3426.0,The Longest Yard,2.0,Comedy
3427.0,A Castle for Christmas,0.0,"Romance, Comedy, Family"
3427.0,Piranha II: The Spawning,8.0,Horror
3427.0,Horizon Line,4.0,Thriller
3427.0,Redeeming Love,6.0,"Drama, History, Romance"
3427.0,Zombie Apocalypse,10.0,"Action, Horror, Science Fiction"
3428.0,Golden Job,9.0,"Action, Adventure, Crime"
3428.0,Stop! Or My Mom Will Shoot,4.0,"Action, Comedy"
3428.0,Armored,10.0,"Action, Crime, Drama, Thriller, Mystery"
3428.0,Boomerang,4.0,"Comedy, Romance"
3428.0,Heks,2.0,"Horror, Drama"
3429.0,Harmony,4.0,"Thriller, Animation, Science Fiction"
3429.0,Overrun,9.0,Action
3429.0,The Gods Must Be Crazy,0.0,"Action, Comedy"
3429.0,The Quick and the Dead,5.0,"Western, Action, Thriller"
3429.0,Thor: Ragnarok,5.0,"Action, Adventure, Fantasy, Science Fiction"
3430.0,City Lights,10.0,"Comedy, Drama, Romance"
3430.0,Ted 2,3.0,Comedy
3430.0,Barbie: A Fairy Secret,5.0,"Animation, Family, Fantasy"
3430.0,The Night of the Hunter,2.0,"Crime, Drama, Thriller"
3430.0,The Watch,9.0,"Comedy, Action, Science Fiction"
3431.0,Ocean Waves,6.0,"Romance, Animation, Drama"
3431.0,Spies in Disguise,8.0,"Animation, Action, Adventure, Comedy, Family"
3431.0,Legends of Oz: Dorothy's Return,10.0,"Animation, Family, Fantasy"
3431.0,Horrible Bosses 2,8.0,Comedy
3431.0,Beneath,2.0,Horror
3432.0,Air Mater,6.0,"Animation, Family"
3432.0,Jingle Jangle: A Christmas Journey,0.0,"Family, Fantasy, Music"
3432.0,Paradise Alley,1.0,"Action, Drama"
3432.0,San Andreas,3.0,"Action, Drama, Thriller"
3432.0,Operation Y and Other Shurik's Adventures,7.0,Comedy
3433.0,Escape Plan 2: Hades,10.0,Action
3433.0,God's Own Country,7.0,"Romance, Drama"
3433.0,How Much Do You Love Me?,8.0,"Comedy, Romance"
3433.0,Fired Up!,0.0,Comedy
3433.0,The Recruit,7.0,"Action, Thriller"
3434.0,The Place Promised in Our Early Days,5.0,"Animation, Adventure, Drama, Romance, Science Fiction"
3434.0,Mirai,10.0,"Animation, Family, Fantasy, Adventure, Drama"
3434.0,The Karate Kid Part III,5.0,"Action, Family, Drama, Adventure"
3434.0,The Adventures of Rocky & Bullwinkle,0.0,"Family, Adventure, Animation, Comedy, Fantasy"
3434.0,Die Hard: With a Vengeance,2.0,"Action, Thriller"
3435.0,Notting Hill,8.0,"Romance, Comedy, Drama"
3435.0,Chernobyl Diaries,9.0,"Horror, Thriller"
3435.0,Katy Perry: Part of Me,8.0,"Documentary, Music"
3435.0,Tag,9.0,"Thriller, Comedy, Action"
3435.0,The Queen's Corgi,9.0,"Family, Animation"
3436.0,Cocoon,9.0,"Comedy, Drama, Science Fiction"
3436.0,When Dinosaurs Ruled the Earth,0.0,"Adventure, Fantasy, Science Fiction"
3436.0,Forever Young,5.0,"Adventure, Fantasy, Drama, Science Fiction, Romance"
3436.0,Guilty as Sin,5.0,"Drama, Thriller, Mystery"
3436.0,The Spy Who Dumped Me,8.0,"Action, Comedy"
3437.0,Kizumonogatari Part 3: Reiketsu,8.0,"Animation, Fantasy, Mystery"
3437.0,Hallam Foe,8.0,"Drama, Comedy, Thriller"
3437.0,Sherlock Holmes: A Game of Shadows,6.0,"Adventure, Action, Crime, Mystery"
3437.0,Beowulf,10.0,"Adventure, Fantasy"
3437.0,Cobra,2.0,"Action, Crime, Thriller"
3438.0,Deathstroke: Knights & Dragons - The Movie,8.0,"Animation, Action, Adventure, Science Fiction"
3438.0,The Girl on the Train,8.0,"Crime, Drama, Mystery, Thriller"
3438.0,Gone Mom: The Disappearance of Jennifer Dulos,7.0,"TV Movie, Thriller, Crime"
3438.0,Sgt. Stubby: An American Hero,4.0,"Animation, Adventure, Family, History, War"
3438.0,Dragons: Rescue Riders: Huttsgalor Holiday,4.0,"Animation, Family"
3439.0,Inferno,8.0,"Mystery, Thriller, Drama, Action"
3439.0,Pandora,10.0,"Thriller, Drama, Action"
3439.0,The Head Hunter,3.0,"Horror, Fantasy"
3439.0,Shut In,3.0,"Drama, Thriller"
3439.0,Bohemian Rhapsody,4.0,"Music, Drama, History"
3440.0,Gangubai Kathiawadi,0.0,"Crime, Drama"
3440.0,Blue Exorcist: The Movie,0.0,"Animation, Fantasy, Mystery, Horror, Action"
3440.0,New Police Story,1.0,"Action, Thriller, Crime, Drama"
3440.0,The Proud Family Movie,8.0,"TV Movie, Animation, Comedy, Family"
3440.0,Greenberg,6.0,"Comedy, Drama, Romance"
3441.0,Tully,2.0,"Comedy, Drama"
3441.0,The Players,7.0,Comedy
3441.0,Once Upon a Time in Serbia,5.0,"Comedy, Drama"
3441.0,"Crazy, Stupid, Love.",1.0,"Comedy, Drama, Romance"
3441.0,Baskin,7.0,"Fantasy, Horror, Science Fiction"
3442.0,Hellboy,7.0,"Fantasy, Action, Adventure, Science Fiction"
3442.0,The Dry,8.0,"Crime, Thriller, Mystery"
3442.0,Natural Born Killers,7.0,"Crime, Thriller, Drama"
3442.0,Batman & Mr. Freeze: SubZero,3.0,"Animation, Action, Crime, Family"
3442.0,Finding Grace,0.0,Drama
3443.0,Lawless,4.0,"Crime, Drama, Western"
3443.0,Ghost in the Shell 2.0,8.0,"Action, Animation, Science Fiction"
3443.0,Venom: Let There Be Carnage,6.0,"Science Fiction, Action, Adventure"
3443.0,A Christmas Carol,5.0,"Animation, Family, Drama, Fantasy"
3443.0,Ad Astra,4.0,"Science Fiction, Drama"
3444.0,The Great Raid,3.0,"Action, History, War"
3444.0,The Beach House,4.0,"Drama, Horror, Mystery"
3444.0,The Offering,6.0,"Mystery, Thriller, Horror"
3444.0,Mutiny on the Bounty,6.0,"Adventure, Drama, History"
3444.0,Tigerland,2.0,"Drama, War"
3445.0,Batman & Bill,2.0,Documentary
3445.0,Tarzan & Jane,7.0,"Animation, Family"
3445.0,Wasp Network,0.0,"Drama, History, Thriller"
3445.0,Star Wars,2.0,"Adventure, Action, Science Fiction"
3445.0,The Devil's Advocate,4.0,"Drama, Mystery, Thriller, Horror"
3446.0,The Secret of the Magic Gourd,5.0,"Drama, Family, Fantasy"
3446.0,Spies Like Us,10.0,"Comedy, Adventure"
3446.0,8 Mile,0.0,"Music, Drama"
3446.0,Hope Springs,9.0,"Drama, Comedy, Romance"
3446.0,Surf's Up,4.0,"Animation, Comedy, Family"
3447.0,Rose Island,1.0,"Comedy, Adventure"
3447.0,The Cat in the Hat,8.0,"Comedy, Adventure, Family, Fantasy"
3447.0,Inconceivable,9.0,"Thriller, Drama"
3447.0,Message from the King,8.0,Thriller
3447.0,Sabotage,7.0,"Action, Drama, Thriller, Crime"
3448.0,King Kong,3.0,"Adventure, Drama, Action"
3448.0,Scott Pilgrim vs. the World,1.0,"Action, Comedy, Fantasy, Romance"
3448.0,Guernica,10.0,"Drama, War, Romance"
3448.0,Crimson Rivers II: Angels of the Apocalypse,2.0,"Action, Thriller, Crime"
3448.0,Women in Fury,10.0,"Action, Drama"
3449.0,Wolves,3.0,"Horror, Action"
3449.0,Tokyo Story,2.0,Drama
3449.0,A Matter of Loaf and Death,5.0,"Animation, Comedy, Family"
3449.0,Instant Family,0.0,"Comedy, Drama"
3449.0,Before I Fall,10.0,"Drama, Mystery, Thriller, Fantasy"
3450.0,Trouble with the Curve,0.0,"Drama, Romance"
3450.0,Barbie Video Game Hero,6.0,"Animation, Family, Science Fiction"
3450.0,The Platform,8.0,"Drama, Science Fiction, Thriller"
3450.0,The Wedding Veil Legacy,1.0,"TV Movie, Comedy, Romance"
3450.0,The Patriot,1.0,"Drama, History, War, Action"
3451.0,Dragon Ball Z: The World's Strongest,8.0,"Action, Animation, Science Fiction"
3451.0,Les Misérables,0.0,"Crime, Drama, Thriller"
3451.0,Far from the Madding Crowd,6.0,"Drama, Romance"
3451.0,Jennifer's Body,3.0,"Comedy, Horror"
3451.0,CJ7,9.0,"Comedy, Drama, Family, Fantasy, Science Fiction"
3452.0,Bewitched,10.0,"Comedy, Fantasy, Romance"
3452.0,The Women and the Murderer,8.0,"Documentary, Crime"
3452.0,Last Shoot Out,1.0,"Western, Action, Thriller"
3452.0,Touch of Evil,1.0,"Crime, Thriller"
3452.0,Marvin's Room,10.0,Drama
3453.0,Dhamaka,5.0,"Thriller, Drama, Crime"
3453.0,Fright Night,8.0,"Horror, Comedy"
3453.0,Jackie,10.0,Drama
3453.0,Halo Legends,7.0,"Animation, War, Drama"
3453.0,The Disappointments Room,6.0,"Horror, Drama, Thriller"
3454.0,The Pilot. A Battle for Survival,9.0,"War, Drama, History"
3454.0,Iron Man & Hulk: Heroes United,3.0,"Action, Adventure, Animation, Family"
3454.0,A Beautiful Mind,6.0,"Drama, Romance"
3454.0,After Porn Ends 2,3.0,Documentary
3454.0,Good Luck Chuck,9.0,Comedy
3455.0,Superman/Batman: Apocalypse,3.0,"Science Fiction, Action, Adventure, Animation, Family"
3455.0,Ava,10.0,Drama
3455.0,Overdrive,5.0,"Thriller, Action, Mystery"
3455.0,I Spit on Your Grave,3.0,"Thriller, Crime, Horror"
3455.0,As Good as It Gets,6.0,"Comedy, Romance"
3456.0,The Hand that Rocks the Cradle,5.0,"Drama, Thriller"
3456.0,Wings of Desire,3.0,"Drama, Fantasy, Romance"
3456.0,The Barbie Diaries,9.0,"Family, Animation"
3456.0,The Parent Trap,3.0,"Comedy, Family"
3456.0,Maya the Bee: The Honey Games,10.0,"Comedy, Family, Animation, Adventure"
3457.0,The Nutty Professor,7.0,"Comedy, Family, Romance, Science Fiction"
3457.0,TEKKEN: Kazuya's Revenge,8.0,Action
3457.0,Dennis the Menace,2.0,"Family, Comedy"
3457.0,The Italian Job,5.0,"Action, Crime"
3457.0,Star Trek V: The Final Frontier,4.0,"Science Fiction, Action, Adventure, Thriller"
3458.0,Persona 3 the Movie: #3 Falling Down,8.0,"Action, Animation, Fantasy"
3458.0,Bruce Lee: The Legend,8.0,Documentary
3458.0,Devil's Knot,7.0,"Crime, Drama, Thriller"
3458.0,Sugar Daddy,7.0,Drama
3458.0,The Witches,1.0,"Adventure, Fantasy, Horror, Family"
3459.0,Class of 1984,9.0,"Action, Crime, Drama, Thriller"
3459.0,Kim Possible,9.0,"Family, Action, Adventure, Comedy, TV Movie"
3459.0,Saint Seiya: Evil Goddess Eris,2.0,"Action, Animation, Fantasy"
3459.0,An American Crime,8.0,"Crime, Drama"
3459.0,Lone Wolf McQuade,5.0,"Action, Western, Crime"
3460.0,Mindhunters,2.0,"Mystery, Thriller, Crime"
3460.0,Stardust,0.0,"Adventure, Fantasy, Romance, Family"
3460.0,Notorious,8.0,"Music, Drama, History"
3460.0,The Adventures of Rocky & Bullwinkle,7.0,"Family, Adventure, Animation, Comedy, Fantasy"
3460.0,Cutthroat Island,9.0,"Action, Adventure"
3461.0,St. Agatha,8.0,"Horror, Thriller"
3461.0,Eighth Grade,2.0,"Comedy, Drama"
3461.0,Funny People,2.0,"Comedy, Drama"
3461.0,Hey Arnold! The Movie,0.0,"Animation, Comedy, Family"
3461.0,New Initial D the Movie - Legend 2: Racer,9.0,"Animation, Drama, Action"
3462.0,Racing Stripes,3.0,"Comedy, Family"
3462.0,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",7.0,"Action, Animation, Adventure, Comedy"
3462.0,Cheeky,9.0,"Comedy, Drama, Romance"
3462.0,Upgrade,7.0,"Action, Thriller, Science Fiction"
3462.0,Super Monsters Furever Friends,0.0,"Fantasy, Animation"
3463.0,Killing Season,3.0,"Action, Thriller"
3463.0,Tarzan,4.0,"Animation, Action, Adventure, Family"
3463.0,Jin-Roh: The Wolf Brigade,10.0,"Animation, Science Fiction, Thriller, Drama"
3463.0,Full Metal Jacket,4.0,"Drama, War"
3463.0,Awake,5.0,"Drama, Science Fiction, Thriller"
3464.0,Jigsaw,4.0,"Horror, Crime, Mystery, Thriller"
3464.0,Brotherhood of the Wolf,8.0,"Adventure, Horror, Action, History"
3464.0,The Son of Bigfoot,9.0,"Family, Animation, Comedy"
3464.0,Bruce Lee: The Legend,3.0,Documentary
3464.0,Pilgrimage,6.0,"Action, Adventure, Drama"
3465.0,Mayhem,6.0,"Action, Comedy, Horror"
3465.0,The Negotiator,5.0,"Action, Crime, Drama, Thriller"
3465.0,4Got10,2.0,Action
3465.0,"Me, Myself & Irene",2.0,Comedy
3465.0,The Iron Giant,0.0,"Family, Animation, Adventure, Science Fiction, Comedy"
3466.0,Harmony,10.0,"Thriller, Animation, Science Fiction"
3466.0,Fantastic Beasts: The Crimes of Grindelwald,10.0,"Adventure, Fantasy, Drama"
3466.0,,1.0,
3466.0,The Girl on the Mountain,5.0,"Thriller, Drama"
3466.0,The Death of Superman,5.0,"Science Fiction, Animation, Action, Drama"
3467.0,Frida,8.0,"Drama, Romance"
3467.0,The Mad Hatter,10.0,"Horror, Thriller"
3467.0,Imperium,7.0,"Crime, Drama, Thriller, Mystery"
3467.0,Mike and Dave Need Wedding Dates,1.0,Comedy
3467.0,Battle Royale,6.0,"Drama, Thriller, Action"
3468.0,Asterix and the Vikings,3.0,"Family, Animation, Comedy, Adventure"
3468.0,Haikyuu!! Movie 3: Genius and Sense,6.0,"Animation, Comedy, Drama"
3468.0,Being the Ricardos,2.0,"Drama, History"
3468.0,Paranormal Activity: The Ghost Dimension,0.0,"Horror, Thriller"
3468.0,The Whole Truth,1.0,Horror
3469.0,Stay,9.0,"Mystery, Thriller, Drama"
3469.0,Daylight,7.0,"Action, Adventure, Thriller"
3469.0,Idle Hands,7.0,"Comedy, Horror, Fantasy"
3469.0,La Llorona,6.0,"Thriller, Horror, Drama"
3469.0,Earth Girls Are Easy,3.0,"Comedy, Science Fiction"
3470.0,Constantine,0.0,"Fantasy, Action, Horror"
3470.0,Kim Possible: So the Drama,0.0,"Animation, Adventure, Family, Action"
3470.0,"Honey, We Shrunk Ourselves",9.0,"Adventure, Comedy, Family, Science Fiction, Action"
3470.0,Cruel Intentions 3,4.0,Drama
3470.0,La Vie en Rose,4.0,"Music, Drama"
3471.0,Puella Magi Madoka Magica the Movie Part I: Beginnings,9.0,"Thriller, Animation, Fantasy"
3471.0,Memoirs of a Geisha,0.0,"Drama, Romance, History"
3471.0,Blue Summer,3.0,Romance
3471.0,All for Her,1.0,Drama
3471.0,If I Were a Boy,2.0,Comedy
3472.0,Funny People,3.0,"Comedy, Drama"
3472.0,The Tortured,4.0,Horror
3472.0,Live and Let Die,2.0,"Adventure, Action, Thriller"
3472.0,Cinderela Pop,0.0,"Romance, Comedy"
3472.0,My Girlfriend Is an Agent,5.0,"Comedy, Action"
3473.0,A Woman With No Filter,2.0,Comedy
3473.0,In the Heights,8.0,"Drama, Music, Romance"
3473.0,The Fundamentals of Caring,1.0,"Comedy, Drama"
3473.0,Blank Check,8.0,"Comedy, Family"
3473.0,Jackie,0.0,Drama
3474.0,Donnie Brasco,0.0,"Crime, Drama, Thriller"
3474.0,Can You Keep a Secret?,5.0,"Romance, Comedy"
3474.0,Dedicated to my ex,2.0,"Drama, Comedy"
3474.0,Absolutely Anything,0.0,"Comedy, Science Fiction"
3474.0,New Initial D the Movie - Legend 3: Dream,5.0,"Action, Animation, Drama"
3475.0,Goldfinger,4.0,"Adventure, Action, Thriller"
3475.0,The Ash Lad: In the Hall of the Mountain King,2.0,"Adventure, Fantasy"
3475.0,Hatchet,8.0,"Comedy, Horror"
3475.0,Inuyasha the Movie: Affections Touching Across Time,7.0,"Action, Animation, Adventure, Fantasy"
3475.0,Housesitter,1.0,"Comedy, Romance"
3476.0,Entrapment,4.0,"Romance, Drama, Mystery"
3476.0,"Sex, Lies, and Videotape",6.0,Drama
3476.0,Raped by an Angel 4: The Rapist's Union,6.0,Thriller
3476.0,Belle and Sebastian,4.0,Adventure
3476.0,Inherent Vice,2.0,"Drama, Mystery, Comedy"
3477.0,Daniel Isn't Real,4.0,"Horror, Mystery"
3477.0,Beats,10.0,"Drama, Music"
3477.0,In the Line of Fire,1.0,"Action, Drama, Thriller, Crime, Mystery"
3477.0,We Die Young,8.0,"Drama, Action, Crime, Thriller"
3477.0,Shaft,1.0,"Action, Adventure, Crime, Thriller"
3478.0,The Transformers: The Movie,6.0,"Animation, Science Fiction, Action, Adventure, Family"
3478.0,Passengers,10.0,"Drama, Mystery, Thriller, Romance"
3478.0,Trash,8.0,"Adventure, Crime, Drama, Thriller"
3478.0,Friday the 13th: A New Beginning,4.0,Horror
3478.0,The Glimmer Man,10.0,"Action, Crime"
3479.0,Asterix & Obelix Take on Caesar,7.0,"Family, Adventure, Comedy, Fantasy"
3479.0,The Last Man,4.0,"Science Fiction, Action, Drama, Thriller"
3479.0,The Guilty,4.0,"Drama, Thriller"
3479.0,The Scientist,8.0,Horror
3479.0,Snow Falling on Cedars,2.0,"Drama, Romance"
3480.0,Before I Go to Sleep,8.0,"Mystery, Thriller"
3480.0,Bright,4.0,"Fantasy, Action, Thriller"
3480.0,Black Snake Moan,8.0,Drama
3480.0,Jarhead,3.0,"Drama, War"
3480.0,Tristan & Isolde,2.0,"Drama, Romance, Adventure, Action"
3481.0,Daisy Quokka: World’s Scariest Animal,8.0,"Animation, Comedy, Family"
3481.0,Tangled,8.0,"Animation, Family"
3481.0,One Flew Over the Cuckoo's Nest,5.0,Drama
3481.0,Every Secret Thing,8.0,"Thriller, Drama, Crime, Mystery"
3481.0,My Hero Academia: Heroes Rising,8.0,"Animation, Action, Fantasy, Adventure"
3482.0,Originless,4.0,"Thriller, Horror"
3482.0,Wildcats,2.0,Comedy
3482.0,The Eight Hundred,9.0,"War, History, Drama, Action"
3482.0,Doraemon: Nobita and the New Steel Troops: ~Winged Angels~,9.0,"Animation, Adventure, Family"
3482.0,The Librarian: Quest for the Spear,1.0,"Adventure, Action, Fantasy"
3483.0,Snowpiercer,9.0,"Action, Science Fiction, Drama"
3483.0,Vanguard,6.0,"Action, Adventure, Crime"
3483.0,Jumanji,0.0,"Adventure, Fantasy, Family"
3483.0,Old Dogs,10.0,"Comedy, Family"
3483.0,The Jane Austen Book Club,0.0,"Comedy, Romance"
3484.0,Swan Song,4.0,"Drama, Science Fiction"
3484.0,The Land Before Time IV: Journey Through the Mists,5.0,"Animation, Adventure, Family"
3484.0,Dad's Army,0.0,Comedy
3484.0,Love Wrecked,8.0,"Family, Romance"
3484.0,Sausage Party,9.0,"Animation, Adventure, Comedy, Fantasy"
3485.0,The Chase,1.0,"Crime, Drama, Thriller"
3485.0,Elisa & Marcela,5.0,"Drama, Romance"
3485.0,Loving Pablo,6.0,"Crime, Drama"
3485.0,Guns Akimbo,6.0,"Comedy, Action"
3485.0,Neppuu Kairiku Bushi Road,8.0,"Animation, Action, Science Fiction, Adventure"
3486.0,Jarhead 2: Field of Fire,4.0,"War, Action"
3486.0,[REC]³ Genesis,2.0,Horror
3486.0,The Marine 6: Close Quarters,0.0,Action
3486.0,Lion of the Desert,4.0,"Action, History, War"
3486.0,Quiz Show,8.0,"Drama, History"
3487.0,The Star,3.0,"Comedy, Adventure, Family, Fantasy, Animation"
3487.0,Paranormal Activity 3,3.0,"Horror, Mystery"
3487.0,Barbie in A Mermaid Tale 2,2.0,"Animation, Family"
3487.0,ReLIFE,10.0,"Comedy, Drama, Romance"
3487.0,Forbidden Quest,5.0,"Romance, Comedy"
3488.0,Cloudy with a Chance of Meatballs,8.0,"Animation, Comedy, Family"
3488.0,Starship Troopers: Traitor of Mars,8.0,"Action, Animation, Science Fiction"
3488.0,My Life Without Me,7.0,"Drama, Romance"
3488.0,Fairy Tail: Dragon Cry,8.0,"Action, Adventure, Comedy, Fantasy, Animation"
3488.0,I Want to Eat Your Pancreas,9.0,"Animation, Drama, Romance, Family"
3489.0,Virus,4.0,"Horror, Action, Science Fiction"
3489.0,You Are the Apple of My Eye,5.0,Romance
3489.0,Viva l'Italia,2.0,Comedy
3489.0,Freddy's Dead: The Final Nightmare,2.0,"Horror, Thriller"
3489.0,Sacrifice,2.0,Horror
3490.0,Resident Evil: Degeneration,6.0,"Animation, Horror, Action, Science Fiction"
3490.0,Digimon Adventure: Last Evolution Kizuna,3.0,"Animation, Action, Thriller, Adventure, Fantasy"
3490.0,Sniper: Ultimate Kill,0.0,"Action, Drama, Thriller"
3490.0,Fatale,4.0,Thriller
3490.0,Rock Dog,9.0,"Adventure, Animation, Comedy, Family, Music"
3491.0,The Invisible Man,6.0,"Horror, Science Fiction"
3491.0,Maurice,2.0,"Drama, Romance"
3491.0,Justice League: Secret Origins,3.0,"Action, Adventure, Animation, Science Fiction"
3491.0,End of Days,0.0,"Action, Fantasy, Horror, Mystery"
3491.0,Barbie in Rock 'N Royals,4.0,"Animation, Music, Family"
3492.0,Hot Rod,2.0,"Comedy, Action"
3492.0,Ju-on: The Grudge 2,3.0,"Horror, Thriller"
3492.0,Garfield: A Tail of Two Kitties,10.0,"Comedy, Family, Adventure, Animation"
3492.0,The Basketball Diaries,4.0,"Drama, Crime"
3492.0,Hot Bubblegum,5.0,"Comedy, Romance"
3493.0,We Own the Night,1.0,"Drama, Crime, Thriller"
3493.0,Teeth,6.0,"Comedy, Horror"
3493.0,Tom and Jerry & The Wizard of Oz,1.0,"Family, Animation, Comedy, Fantasy"
3493.0,The Hot Spot,2.0,"Crime, Romance"
3493.0,Absolutely Fabulous: The Movie,9.0,Comedy
3494.0,Red Corner,3.0,"Crime, Drama, Thriller"
3494.0,Ghostbusters,9.0,"Comedy, Fantasy"
3494.0,Rascal Does Not Dream of a Dreaming Girl,2.0,"Animation, Comedy, Romance, Drama, Fantasy"
3494.0,Transformers: Rise of the Beasts,8.0,"Action, Science Fiction, Adventure"
3494.0,Rambo: First Blood Part II,0.0,"Action, Adventure, Thriller, War"
3495.0,Happy Together,6.0,"Drama, Romance"
3495.0,Born Yesterday,9.0,"Comedy, Romance, Drama"
3495.0,The Fanatic,10.0,"Crime, Thriller"
3495.0,George of the Jungle,5.0,"Adventure, Comedy, Family, Romance"
3495.0,Venom,2.0,"Horror, Thriller"
3496.0,Dark Desire,1.0,"TV Movie, Crime, Mystery, Thriller"
3496.0,Revenge,1.0,"Action, Thriller, Horror"
3496.0,Nightride,8.0,"Thriller, Drama"
3496.0,Arthur and the Revenge of Maltazard,7.0,"Adventure, Fantasy, Animation, Family"
3496.0,Spider-Man: Homecoming,10.0,"Action, Adventure, Science Fiction, Drama"
3497.0,Saw III,2.0,"Horror, Thriller, Crime"
3497.0,The Untouchables,6.0,"Crime, Drama, History, Thriller"
3497.0,Kaamelott: The First Chapter,7.0,"Adventure, Fantasy"
3497.0,LEGO Star Wars Terrifying Tales,0.0,"Family, Animation, Science Fiction, Comedy"
3497.0,Bullet in the Head,1.0,"Thriller, Crime, Drama, Action, War"
3498.0,Nicholas Nickleby,6.0,"Adventure, Drama, Action, Family"
3498.0,Ninja: Shadow of a Tear,1.0,"Action, Crime, Thriller"
3498.0,Covet: Island of Desire,7.0,Romance
3498.0,Cinderella and the Secret Prince,6.0,"Animation, Adventure, Family, Fantasy"
3498.0,The Lost City,2.0,"Comedy, Action, Romance, Adventure"
3499.0,"Ruben Brandt, Collector",7.0,"Animation, Action, Thriller, Crime"
3499.0,Goodbye Berlin,3.0,"Drama, Comedy"
3499.0,Dragon Ball Z: The Real 4-D at Super Tenkaichi Budokai,0.0,"Action, Animation, Adventure"
3499.0,Damage,1.0,"Drama, Romance"
3499.0,Popstar: Never Stop Never Stopping,2.0,"Comedy, Music"
3500.0,Alice in Wonderland,7.0,"Fantasy, Family"
3500.0,Class,8.0,"Comedy, Drama"
3500.0,No Sudden Move,7.0,"Crime, Drama, Mystery"
3500.0,Shogun Assassin,5.0,Action
3500.0,Gantz,4.0,"Horror, Action, Science Fiction"
3501.0,New Kung Fu Cult Master 2,0.0,"Action, Fantasy, Drama"
3501.0,Sausage Party,6.0,"Animation, Adventure, Comedy, Fantasy"
3501.0,Finding Nemo,0.0,"Animation, Family"
3501.0,Magical Girl Lyrical Nanoha: Detonation,9.0,"Action, Animation, Science Fiction"
3501.0,London Has Fallen,9.0,"Action, Thriller"
3502.0,Crazy Hong Kong,0.0,"Adventure, Comedy"
3502.0,Sex Doll,3.0,"Drama, Thriller, Mystery"
3502.0,Three Days of the Condor,6.0,"Thriller, Mystery, Adventure"
